UBA.Genome.ID	Experiment.Title	Study.Title
UBA208	Hakon Mosby Mud Volcano metagenomic sequencing: Sample PS64_332_1_GC	Hakon Mosby Mud Volcano Targeted Locus (Loci)
UBA209	Metal Metallogenomes - Station 10 Metagenome 80m	Metal availability predicts community metallogenomes in marine oxygen minimum zones
UBA210	Illumina MiSeq paired end sequencing	metagenomics of medieval human remains from Sardinaia, Italy
UBA211	Wetland Surface Sediment Feb2011 Site L1 Bulk library	Wetland Surface Sediment Feb2011 Site L1 Bulk Project
UBA212	Illumina HiSeq 2500 paired end sequencing	The rumen microbial metagenome associated with high methane production in cattle
UBA213	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA214	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA215	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA216	Angelo meadow plot 1, 40cm depth,  6 days after first rain event (27mm)	Meadow Soil samples from Angelo, CA Genome sequencing and assembly
UBA217	Angelo meadow plot 1, 40cm depth,  2 days after first rain event (91mm)	Meadow Soil samples from Angelo, CA Genome sequencing and assembly
UBA218	May 2011 Amazon River 2.0 - 297um Metagenome from Macapa North Channel (RCM28)	Amazon Continuum Metagenomes
UBA219	May 2011 Amazon River 0.2 - 2.0um Metagenome from Macapa North Channel (RCM27)	Amazon Continuum Metagenomes
UBA220	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA221	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA222	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA223	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA224	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA225	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA226	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA227	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA228	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA229	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA230	deep igneous marine biosphere-1301_3a3b	Deep igneous marine biosphere Metagenome
UBA231	deep igneous marine biosphere-1301_5a5b	Deep igneous marine biosphere Metagenome
UBA232	deep igneous marine biosphere-1301_5a5b	Deep igneous marine biosphere Metagenome
UBA233	deep igneous marine biosphere-1301_5a5b	Deep igneous marine biosphere Metagenome
UBA234	deep igneous marine biosphere-1301_1a1b	Deep igneous marine biosphere Metagenome
UBA235	deep igneous marine biosphere-1301_1a1b	Deep igneous marine biosphere Metagenome
UBA236	deep igneous marine biosphere-1301_1a1b	Deep igneous marine biosphere Metagenome
UBA237	Tag1586-2 metagenomic sample	Sheep rumen microbiome
UBA238	Illumina HiSeq 2000 paired end sequencing	The Illumina HiSeq 2000 platform was used to sequence two metagenomes from two Danish biogas plants.
UBA239	Angelo meadow plot 1, 40cm depth, pre rain	Meadow Soil samples from Angelo, CA Genome sequencing and assembly
UBA240	Angelo meadow plot 1, 20cm depth, 4 days after first rain event (27mm)	Meadow Soil samples from Angelo, CA Genome sequencing and assembly
UBA241	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA242	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA243	NapDC illumina metagenome: Naphthaline degrading microbial community from Northern Alberta Oil Sands	Hydrocarbon Metagenome
UBA244	NapDC illumina metagenome: Naphthaline degrading microbial community from Northern Alberta Oil Sands	Hydrocarbon Metagenome
UBA245	NapDC illumina metagenome: Naphthaline degrading microbial community from Northern Alberta Oil Sands	Hydrocarbon Metagenome
UBA246	NapDC illumina metagenome: Naphthaline degrading microbial community from Northern Alberta Oil Sands	Hydrocarbon Metagenome
UBA247	NapDC illumina metagenome: Naphthaline degrading microbial community from Northern Alberta Oil Sands	Hydrocarbon Metagenome
UBA248	NapDC illumina metagenome: Naphthaline degrading microbial community from Northern Alberta Oil Sands	Hydrocarbon Metagenome
UBA249	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA250	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA251	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA252	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA253	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA254	Tag1283-1 metagenomic sample	Sheep rumen microbiome
UBA255	COGITO 998_met_07 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_07 Metagenome
UBA256	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA257	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA258	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA259	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA260	COGITO 998_met_08 Sequencing	Pelagic Microbial community sample from North Sea - COGITO 998_met_08 Metagenome
UBA261	Crude oil metagenome 2 Sequencing	Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 2 Metagenome
UBA262	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA263	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA264	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA265	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA266	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA267	Illumina sequencing of community genomic DNA from Richmond Mine ABmuck location biofilm May 2007	Richmond Mine AMD Biofilm Samples Metagenome
UBA268	Illumina sequencing of community genomic DNA from Richmond Mine AB20 location biofilm June 2006 DS3	Richmond Mine AMD Biofilm Samples Metagenome
UBA269	Illumina sequencing of community genomic DNA from Richmond Mine AB20 location biofilm June 2006 DS3	Richmond Mine AMD Biofilm Samples Metagenome
UBA270	Illumina sequencing of community genomic DNA from Richmond Mine AB20 location biofilm June 2006 DS3	Richmond Mine AMD Biofilm Samples Metagenome
UBA271	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample M16	Baboon feces Metagenome
UBA272	metagenome: Sample A10_80_0.25M	Canadian High Artic Metagenomes
UBA273	metagenome: Sample A3_80cm_0.25M	Canadian High Artic Metagenomes
UBA274	2012TP5 illumina	Hydrocarbon Metagenome
UBA275	2012TP5 illumina	Hydrocarbon Metagenome
UBA276	2012TP5 illumina	Hydrocarbon Metagenome
UBA277	2012TP5 illumina	Hydrocarbon Metagenome
UBA278	2012TP5 illumina	Hydrocarbon Metagenome
UBA279	2012TP5 illumina	Hydrocarbon Metagenome
UBA280	2012TP5 illumina	Hydrocarbon Metagenome
UBA281	2012TP5 illumina	Hydrocarbon Metagenome
UBA282	2012TP5 illumina	Hydrocarbon Metagenome
UBA283	2012TP5 illumina	Hydrocarbon Metagenome
UBA284	2012TP5 illumina	Hydrocarbon Metagenome
UBA285	2012TP5 illumina	Hydrocarbon Metagenome
UBA286	2012TP5 illumina	Hydrocarbon Metagenome
UBA287	2012TP5 illumina	Hydrocarbon Metagenome
UBA288	2012TP5 illumina	Hydrocarbon Metagenome
UBA289	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA290	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA291	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA292	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA293	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA294	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA295	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA296	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA297	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA298	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA299	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA300	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA301	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA302	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA303	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA304	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA305	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA306	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA307	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA308	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA309	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA310	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA311	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA312	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA313	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA314	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA315	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA316	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA317	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA318	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA319	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA320	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA321	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA322	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA323	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA324	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA325	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA326	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA327	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA328	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA329	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA330	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA331	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
UBA332	Metagenomic study of ancient fermentation pits	Pit mud of Chinese liqour fermentation reactorMetagenome
